Airport.Code,Airport.Name,Time.Label,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System
EWR,"Newark, NJ: Newark Liberty International",2012/10,October,2012,428,739,1391
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2012/10,October,2012,299,272,295
IAD,"Washington, DC: Washington Dulles International",2012/10,October,2012,284,479,193
IAH,"Houston, TX: George Bush Intercontinental/Houston",2012/10,October,2012,558,871,440
JFK,"New York, NY: John F. Kennedy International",2012/10,October,2012,359,394,417
LAS,"Las Vegas, NV: McCarran International",2012/10,October,2012,603,796,691
LAX,"Los Angeles, CA: Los Angeles International",2012/10,October,2012,1001,1465,1728
LGA,"New York, NY: LaGuardia",2012/10,October,2012,333,374,974
MCO,"Orlando, FL: Orlando International",2012/10,October,2012,556,485,417
MDW,"Chicago, IL: Chicago Midway International",2012/10,October,2012,278,453,301
MIA,"Miami, FL: Miami International",2012/10,October,2012,440,454,451
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2012/10,October,2012,353,398,317
ORD,"Chicago, IL: Chicago O'Hare International",2012/10,October,2012,1205,2098,2416
PDX,"Portland, OR: Portland International",2012/10,October,2012,238,304,214
PHL,"Philadelphia, PA: Philadelphia International",2012/10,October,2012,278,279,411
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2012/10,October,2012,566,708,566
SAN,"San Diego, CA: San Diego International",2012/10,October,2012,381,453,338
SEA,"Seattle, WA: Seattle/Tacoma International",2012/10,October,2012,420,429,436
SFO,"San Francisco, CA: San Francisco International",2012/10,October,2012,763,1370,2635
SLC,"Salt Lake City, UT: Salt Lake City International",2012/10,October,2012,318,375,319
TPA,"Tampa, FL: Tampa International",2012/10,October,2012,344,306,216
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2012/11,November,2012,880,1095,919
BOS,"Boston, MA: Logan International",2012/11,November,2012,416,366,435
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2012/11,November,2012,370,521,515
CLT,"Charlotte, NC: Charlotte Douglas International",2012/11,November,2012,332,376,383
DCA,"Washington, DC: Ronald Reagan Washington National",2012/11,November,2012,325,291,289
DEN,"Denver, CO: Denver International",2012/11,November,2012,603,899,568
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2012/11,November,2012,754,1192,699
DTW,"Detroit, MI: Detroit Metro Wayne County",2012/11,November,2012,282,392,215
EWR,"Newark, NJ: Newark Liberty International",2012/11,November,2012,464,616,947
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2012/11,November,2012,303,260,208
IAD,"Washington, DC: Washington Dulles International",2012/11,November,2012,245,331,189
IAH,"Houston, TX: George Bush Intercontinental/Houston",2012/11,November,2012,398,609,289
JFK,"New York, NY: John F. Kennedy International",2012/11,November,2012,343,364,455
LAS,"Las Vegas, NV: McCarran International",2012/11,November,2012,443,580,270
LAX,"Los Angeles, CA: Los Angeles International",2012/11,November,2012,751,1154,759
LGA,"New York, NY: LaGuardia",2012/11,November,2012,348,309,708
MCO,"Orlando, FL: Orlando International",2012/11,November,2012,437,394,287
MDW,"Chicago, IL: Chicago Midway International",2012/11,November,2012,242,386,185
MIA,"Miami, FL: Miami International",2012/11,November,2012,373,313,271
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2012/11,November,2012,317,287,242
ORD,"Chicago, IL: Chicago O'Hare International",2012/11,November,2012,828,1413,1098
PDX,"Portland, OR: Portland International",2012/11,November,2012,185,248,96
PHL,"Philadelphia, PA: Philadelphia International",2012/11,November,2012,292,213,471
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2012/11,November,2012,413,512,250
SAN,"San Diego, CA: San Diego International",2012/11,November,2012,300,346,218
SEA,"Seattle, WA: Seattle/Tacoma International",2012/11,November,2012,325,337,234
SFO,"San Francisco, CA: San Francisco International",2012/11,November,2012,564,863,1864
SLC,"Salt Lake City, UT: Salt Lake City International",2012/11,November,2012,228,390,189
TPA,"Tampa, FL: Tampa International",2012/11,November,2012,234,223,125
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2012/12,December,2012,1203,1920,1574
BOS,"Boston, MA: Logan International",2012/12,December,2012,498,693,258
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2012/12,December,2012,384,762,501
CLT,"Charlotte, NC: Charlotte Douglas International",2012/12,December,2012,428,517,546
DCA,"Washington, DC: Ronald Reagan Washington National",2012/12,December,2012,308,435,318
DEN,"Denver, CO: Denver International",2012/12,December,2012,1216,1878,1553
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2012/12,December,2012,943,1903,1320
DTW,"Detroit, MI: Detroit Metro Wayne County",2012/12,December,2012,345,525,284
EWR,"Newark, NJ: Newark Liberty International",2012/12,December,2012,554,996,1377
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2012/12,December,2012,457,519,722
IAD,"Washington, DC: Washington Dulles International",2012/12,December,2012,315,598,253
IAH,"Houston, TX: George Bush Intercontinental/Houston",2012/12,December,2012,761,1438,896
JFK,"New York, NY: John F. Kennedy International",2012/12,December,2012,476,705,778
LAS,"Las Vegas, NV: McCarran International",2012/12,December,2012,790,1164,575
LAX,"Los Angeles, CA: Los Angeles International",2012/12,December,2012,1310,1698,1467
LGA,"New York, NY: LaGuardia",2012/12,December,2012,357,514,1122
MCO,"Orlando, FL: Orlando International",2012/12,December,2012,669,740,652
MDW,"Chicago, IL: Chicago Midway International",2012/12,December,2012,358,629,319
MIA,"Miami, FL: Miami International",2012/12,December,2012,415,508,380
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2012/12,December,2012,433,512,454
ORD,"Chicago, IL: Chicago O'Hare International",2012/12,December,2012,1118,2261,1650
PDX,"Portland, OR: Portland International",2012/12,December,2012,315,401,192
PHL,"Philadelphia, PA: Philadelphia International",2012/12,December,2012,337,333,676
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2012/12,December,2012,822,995,863
SAN,"San Diego, CA: San Diego International",2012/12,December,2012,515,656,404
SEA,"Seattle, WA: Seattle/Tacoma International",2012/12,December,2012,486,492,422
SFO,"San Francisco, CA: San Francisco International",2012/12,December,2012,864,1280,2247
SLC,"Salt Lake City, UT: Salt Lake City International",2012/12,December,2012,489,691,468
TPA,"Tampa, FL: Tampa International",2012/12,December,2012,368,424,351
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/01,January,2013,1055,1460,1807
BOS,"Boston, MA: Logan International",2013/01,January,2013,395,461,243
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/01,January,2013,311,427,291
CLT,"Charlotte, NC: Charlotte Douglas International",2013/01,January,2013,434,519,792
DCA,"Washington, DC: Ronald Reagan Washington National",2013/01,January,2013,321,347,386
DEN,"Denver, CO: Denver International",2013/01,January,2013,845,1183,1497
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/01,January,2013,855,1637,1702
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/01,January,2013,505,693,636
EWR,"Newark, NJ: Newark Liberty International",2013/01,January,2013,423,843,1067
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/01,January,2013,388,313,473
IAD,"Washington, DC: Washington Dulles International",2013/01,January,2013,261,419,214
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/01,January,2013,679,1296,1240
JFK,"New York, NY: John F. Kennedy International",2013/01,January,2013,419,467,592
LAS,"Las Vegas, NV: McCarran International",2013/01,January,2013,455,533,357
LAX,"Los Angeles, CA: Los Angeles International",2013/01,January,2013,714,951,807
LGA,"New York, NY: LaGuardia",2013/01,January,2013,326,382,885
MCO,"Orlando, FL: Orlando International",2013/01,January,2013,506,445,546
MDW,"Chicago, IL: Chicago Midway International",2013/01,January,2013,252,343,369
MIA,"Miami, FL: Miami International",2013/01,January,2013,366,349,354
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/01,January,2013,453,619,586
ORD,"Chicago, IL: Chicago O'Hare International",2013/01,January,2013,1046,2186,1969
PDX,"Portland, OR: Portland International",2013/01,January,2013,184,191,145
PHL,"Philadelphia, PA: Philadelphia International",2013/01,January,2013,247,286,647
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/01,January,2013,593,590,635
SAN,"San Diego, CA: San Diego International",2013/01,January,2013,334,311,223
SEA,"Seattle, WA: Seattle/Tacoma International",2013/01,January,2013,375,261,394
SFO,"San Francisco, CA: San Francisco International",2013/01,January,2013,515,730,827
SLC,"Salt Lake City, UT: Salt Lake City International",2013/01,January,2013,395,620,603
TPA,"Tampa, FL: Tampa International",2013/01,January,2013,285,251,321
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/02,Febuary,2013,959,1540,1726
BOS,"Boston, MA: Logan International",2013/02,Febuary,2013,403,539,419
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/02,Febuary,2013,296,467,291
CLT,"Charlotte, NC: Charlotte Douglas International",2013/02,Febuary,2013,446,577,786
DCA,"Washington, DC: Ronald Reagan Washington National",2013/02,Febuary,2013,307,368,351
DEN,"Denver, CO: Denver International",2013/02,Febuary,2013,710,1175,1224
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/02,Febuary,2013,777,1598,1509
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/02,Febuary,2013,440,725,673
EWR,"Newark, NJ: Newark Liberty International",2013/02,Febuary,2013,417,797,787
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/02,Febuary,2013,373,330,631
IAD,"Washington, DC: Washington Dulles International",2013/02,Febuary,2013,273,464,232
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/02,Febuary,2013,579,1018,969
JFK,"New York, NY: John F. Kennedy International",2013/02,Febuary,2013,413,632,739
LAS,"Las Vegas, NV: McCarran International",2013/02,Febuary,2013,453,495,301
LAX,"Los Angeles, CA: Los Angeles International",2013/02,Febuary,2013,686,908,701
LGA,"New York, NY: LaGuardia",2013/02,Febuary,2013,325,399,776
MCO,"Orlando, FL: Orlando International",2013/02,Febuary,2013,508,462,654
MDW,"Chicago, IL: Chicago Midway International",2013/02,Febuary,2013,228,311,249
MIA,"Miami, FL: Miami International",2013/02,Febuary,2013,312,370,407
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/02,Febuary,2013,428,615,525
ORD,"Chicago, IL: Chicago O'Hare International",2013/02,Febuary,2013,984,2361,2473
PDX,"Portland, OR: Portland International",2013/02,Febuary,2013,163,172,111
PHL,"Philadelphia, PA: Philadelphia International",2013/02,Febuary,2013,288,310,620
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/02,Febuary,2013,451,468,504
SAN,"San Diego, CA: San Diego International",2013/02,Febuary,2013,274,274,202
SEA,"Seattle, WA: Seattle/Tacoma International",2013/02,Febuary,2013,296,243,230
SFO,"San Francisco, CA: San Francisco International",2013/02,Febuary,2013,470,643,868
SLC,"Salt Lake City, UT: Salt Lake City International",2013/02,Febuary,2013,327,421,296
TPA,"Tampa, FL: Tampa International",2013/02,Febuary,2013,318,311,352
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/03,March,2013,1182,2139,1990
BOS,"Boston, MA: Logan International",2013/03,March,2013,515,756,775
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/03,March,2013,356,684,378
CLT,"Charlotte, NC: Charlotte Douglas International",2013/03,March,2013,471,594,630
DCA,"Washington, DC: Ronald Reagan Washington National",2013/03,March,2013,375,390,390
DEN,"Denver, CO: Denver International",2013/03,March,2013,899,1484,1427
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/03,March,2013,786,1592,1165
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/03,March,2013,432,654,970
EWR,"Newark, NJ: Newark Liberty International",2013/03,March,2013,569,973,1432
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/03,March,2013,473,497,858
IAD,"Washington, DC: Washington Dulles International",2013/03,March,2013,342,518,296
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/03,March,2013,615,1267,607
JFK,"New York, NY: John F. Kennedy International",2013/03,March,2013,438,633,933
LAS,"Las Vegas, NV: McCarran International",2013/03,March,2013,576,846,401
LAX,"Los Angeles, CA: Los Angeles International",2013/03,March,2013,834,1353,833
LGA,"New York, NY: LaGuardia",2013/03,March,2013,382,524,1040
MCO,"Orlando, FL: Orlando International",2013/03,March,2013,629,728,914
MDW,"Chicago, IL: Chicago Midway International",2013/03,March,2013,336,653,328
MIA,"Miami, FL: Miami International",2013/03,March,2013,343,423,453
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/03,March,2013,452,665,876
ORD,"Chicago, IL: Chicago O'Hare International",2013/03,March,2013,1057,2253,1747
PDX,"Portland, OR: Portland International",2013/03,March,2013,216,246,140
PHL,"Philadelphia, PA: Philadelphia International",2013/03,March,2013,372,377,763
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/03,March,2013,608,833,524
SAN,"San Diego, CA: San Diego International",2013/03,March,2013,349,460,248
SEA,"Seattle, WA: Seattle/Tacoma International",2013/03,March,2013,385,416,467
SFO,"San Francisco, CA: San Francisco International",2013/03,March,2013,607,936,1353
SLC,"Salt Lake City, UT: Salt Lake City International",2013/03,March,2013,370,527,359
TPA,"Tampa, FL: Tampa International",2013/03,March,2013,375,458,520
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/04,April,2013,1216,2066,1957
BOS,"Boston, MA: Logan International",2013/04,April,2013,498,720,554
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/04,April,2013,375,651,387
CLT,"Charlotte, NC: Charlotte Douglas International",2013/04,April,2013,485,724,783
DCA,"Washington, DC: Ronald Reagan Washington National",2013/04,April,2013,340,422,517
DEN,"Denver, CO: Denver International",2013/04,April,2013,829,1591,1732
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/04,April,2013,1096,2611,1789
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/04,April,2013,495,873,717
EWR,"Newark, NJ: Newark Liberty International",2013/04,April,2013,517,981,1710
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/04,April,2013,418,477,756
IAD,"Washington, DC: Washington Dulles International",2013/04,April,2013,276,601,293
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/04,April,2013,738,1432,1217
JFK,"New York, NY: John F. Kennedy International",2013/04,April,2013,454,693,942
LAS,"Las Vegas, NV: McCarran International",2013/04,April,2013,587,1052,579
LAX,"Los Angeles, CA: Los Angeles International",2013/04,April,2013,961,1376,1246
LGA,"New York, NY: LaGuardia",2013/04,April,2013,406,680,1257
MCO,"Orlando, FL: Orlando International",2013/04,April,2013,580,666,895
MDW,"Chicago, IL: Chicago Midway International",2013/04,April,2013,337,681,360
MIA,"Miami, FL: Miami International",2013/04,April,2013,374,581,572
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/04,April,2013,538,730,656
ORD,"Chicago, IL: Chicago O'Hare International",2013/04,April,2013,1118,2772,3077
PDX,"Portland, OR: Portland International",2013/04,April,2013,252,297,218
PHL,"Philadelphia, PA: Philadelphia International",2013/04,April,2013,341,354,617
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/04,April,2013,571,898,693
SAN,"San Diego, CA: San Diego International",2013/04,April,2013,407,578,309
SEA,"Seattle, WA: Seattle/Tacoma International",2013/04,April,2013,422,457,515
SFO,"San Francisco, CA: San Francisco International",2013/04,April,2013,640,1074,1880
SLC,"Salt Lake City, UT: Salt Lake City International",2013/04,April,2013,330,495,452
TPA,"Tampa, FL: Tampa International",2013/04,April,2013,388,433,438
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/05,May,2013,1252,2139,1958
BOS,"Boston, MA: Logan International",2013/05,May,2013,510,582,862
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/05,May,2013,441,707,598
CLT,"Charlotte, NC: Charlotte Douglas International",2013/05,May,2013,508,749,696
DCA,"Washington, DC: Ronald Reagan Washington National",2013/05,May,2013,337,398,583
DEN,"Denver, CO: Denver International",2013/05,May,2013,779,1389,1325
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/05,May,2013,966,2365,1551
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/05,May,2013,553,811,649
EWR,"Newark, NJ: Newark Liberty International",2013/05,May,2013,539,901,1880
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/05,May,2013,315,346,350
IAD,"Washington, DC: Washington Dulles International",2013/05,May,2013,362,586,526
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/05,May,2013,689,1079,983
JFK,"New York, NY: John F. Kennedy International",2013/05,May,2013,451,559,1560
LAS,"Las Vegas, NV: McCarran International",2013/05,May,2013,533,823,540
LAX,"Los Angeles, CA: Los Angeles International",2013/05,May,2013,870,1386,907
LGA,"New York, NY: LaGuardia",2013/05,May,2013,350,542,1256
MCO,"Orlando, FL: Orlando International",2013/05,May,2013,512,543,455
MDW,"Chicago, IL: Chicago Midway International",2013/05,May,2013,390,705,397
MIA,"Miami, FL: Miami International",2013/05,May,2013,346,475,345
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/05,May,2013,489,666,559
ORD,"Chicago, IL: Chicago O'Hare International",2013/05,May,2013,1061,2592,2728
PDX,"Portland, OR: Portland International",2013/05,May,2013,216,260,163
PHL,"Philadelphia, PA: Philadelphia International",2013/05,May,2013,349,335,1085
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/05,May,2013,547,829,465
SAN,"San Diego, CA: San Diego International",2013/05,May,2013,334,479,184
SEA,"Seattle, WA: Seattle/Tacoma International",2013/05,May,2013,367,437,286
SFO,"San Francisco, CA: San Francisco International",2013/05,May,2013,571,1037,1611
SLC,"Salt Lake City, UT: Salt Lake City International",2013/05,May,2013,285,408,300
TPA,"Tampa, FL: Tampa International",2013/05,May,2013,339,379,224
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/06,June,2013,1870,3774,3410
BOS,"Boston, MA: Logan International",2013/06,June,2013,676,1062,911
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/06,June,2013,516,1060,746
CLT,"Charlotte, NC: Charlotte Douglas International",2013/06,June,2013,709,1070,1156
DCA,"Washington, DC: Ronald Reagan Washington National",2013/06,June,2013,367,521,744
DEN,"Denver, CO: Denver International",2013/06,June,2013,1136,2082,1291
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/06,June,2013,1203,3357,1385
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/06,June,2013,740,1411,842
EWR,"Newark, NJ: Newark Liberty International",2013/06,June,2013,584,1107,1619
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/06,June,2013,472,554,515
IAD,"Washington, DC: Washington Dulles International",2013/06,June,2013,416,794,554
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/06,June,2013,856,1754,866
JFK,"New York, NY: John F. Kennedy International",2013/06,June,2013,515,849,1468
LAS,"Las Vegas, NV: McCarran International",2013/06,June,2013,703,1227,492
LAX,"Los Angeles, CA: Los Angeles International",2013/06,June,2013,1298,2030,1398
LGA,"New York, NY: LaGuardia",2013/06,June,2013,459,711,1555
MCO,"Orlando, FL: Orlando International",2013/06,June,2013,836,980,813
MDW,"Chicago, IL: Chicago Midway International",2013/06,June,2013,481,943,674
MIA,"Miami, FL: Miami International",2013/06,June,2013,382,633,473
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/06,June,2013,688,1064,707
ORD,"Chicago, IL: Chicago O'Hare International",2013/06,June,2013,1449,3969,2959
PDX,"Portland, OR: Portland International",2013/06,June,2013,329,467,189
PHL,"Philadelphia, PA: Philadelphia International",2013/06,June,2013,496,522,1120
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/06,June,2013,830,1251,604
SAN,"San Diego, CA: San Diego International",2013/06,June,2013,509,746,385
SEA,"Seattle, WA: Seattle/Tacoma International",2013/06,June,2013,610,649,467
SFO,"San Francisco, CA: San Francisco International",2013/06,June,2013,845,1367,2587
SLC,"Salt Lake City, UT: Salt Lake City International",2013/06,June,2013,466,617,258
TPA,"Tampa, FL: Tampa International",2013/06,June,2013,475,573,394
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/07,July,2013,2089,3843,4467
BOS,"Boston, MA: Logan International",2013/07,July,2013,725,1224,996
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/07,July,2013,535,952,758
CLT,"Charlotte, NC: Charlotte Douglas International",2013/07,July,2013,818,1093,1535
DCA,"Washington, DC: Ronald Reagan Washington National",2013/07,July,2013,453,578,660
DEN,"Denver, CO: Denver International",2013/07,July,2013,1141,1969,1585
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/07,July,2013,1206,3053,1468
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/07,July,2013,781,1370,1030
EWR,"Newark, NJ: Newark Liberty International",2013/07,July,2013,598,1056,1783
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/07,July,2013,497,630,475
IAD,"Washington, DC: Washington Dulles International",2013/07,July,2013,412,801,569
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/07,July,2013,781,1401,839
JFK,"New York, NY: John F. Kennedy International",2013/07,July,2013,604,1056,1703
LAS,"Las Vegas, NV: McCarran International",2013/07,July,2013,696,1141,481
LAX,"Los Angeles, CA: Los Angeles International",2013/07,July,2013,1269,2000,1259
LGA,"New York, NY: LaGuardia",2013/07,July,2013,466,737,1530
MCO,"Orlando, FL: Orlando International",2013/07,July,2013,794,1008,791
MDW,"Chicago, IL: Chicago Midway International",2013/07,July,2013,420,825,574
MIA,"Miami, FL: Miami International",2013/07,July,2013,398,683,461
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/07,July,2013,738,973,472
ORD,"Chicago, IL: Chicago O'Hare International",2013/07,July,2013,1327,3373,1914
PDX,"Portland, OR: Portland International",2013/07,July,2013,338,456,180
PHL,"Philadelphia, PA: Philadelphia International",2013/07,July,2013,468,538,1164
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/07,July,2013,775,1091,605
SAN,"San Diego, CA: San Diego International",2013/07,July,2013,489,706,281
SEA,"Seattle, WA: Seattle/Tacoma International",2013/07,July,2013,637,754,530
SFO,"San Francisco, CA: San Francisco International",2013/07,July,2013,808,1547,3225
SLC,"Salt Lake City, UT: Salt Lake City International",2013/07,July,2013,500,623,311
TPA,"Tampa, FL: Tampa International",2013/07,July,2013,461,577,383
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/08,August,2013,1462,2609,2737
BOS,"Boston, MA: Logan International",2013/08,August,2013,587,902,748
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/08,August,2013,442,785,370
CLT,"Charlotte, NC: Charlotte Douglas International",2013/08,August,2013,620,881,920
DCA,"Washington, DC: Ronald Reagan Washington National",2013/08,August,2013,333,380,316
DEN,"Denver, CO: Denver International",2013/08,August,2013,1113,1714,1380
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/08,August,2013,977,2001,1005
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/08,August,2013,553,969,605
EWR,"Newark, NJ: Newark Liberty International",2013/08,August,2013,475,810,1075
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/08,August,2013,427,431,270
IAD,"Washington, DC: Washington Dulles International",2013/08,August,2013,354,565,273
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/08,August,2013,618,942,590
JFK,"New York, NY: John F. Kennedy International",2013/08,August,2013,495,782,1080
LAS,"Las Vegas, NV: McCarran International",2013/08,August,2013,651,1209,611
LAX,"Los Angeles, CA: Los Angeles International",2013/08,August,2013,1119,1824,1360
LGA,"New York, NY: LaGuardia",2013/08,August,2013,441,550,1041
MCO,"Orlando, FL: Orlando International",2013/08,August,2013,652,649,515
MDW,"Chicago, IL: Chicago Midway International",2013/08,August,2013,456,818,570
MIA,"Miami, FL: Miami International",2013/08,August,2013,311,406,268
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/08,August,2013,514,710,402
ORD,"Chicago, IL: Chicago O'Hare International",2013/08,August,2013,1019,2383,2073
PDX,"Portland, OR: Portland International",2013/08,August,2013,270,392,162
PHL,"Philadelphia, PA: Philadelphia International",2013/08,August,2013,426,411,832
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/08,August,2013,806,1091,637
SAN,"San Diego, CA: San Diego International",2013/08,August,2013,459,698,304
SEA,"Seattle, WA: Seattle/Tacoma International",2013/08,August,2013,521,649,461
SFO,"San Francisco, CA: San Francisco International",2013/08,August,2013,807,1651,2842
SLC,"Salt Lake City, UT: Salt Lake City International",2013/08,August,2013,409,555,235
TPA,"Tampa, FL: Tampa International",2013/08,August,2013,367,407,257
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/09,September,2013,921,1442,1477
BOS,"Boston, MA: Logan International",2013/09,September,2013,438,434,526
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/09,September,2013,370,528,271
CLT,"Charlotte, NC: Charlotte Douglas International",2013/09,September,2013,434,467,531
DCA,"Washington, DC: Ronald Reagan Washington National",2013/09,September,2013,252,212,334
DEN,"Denver, CO: Denver International",2013/09,September,2013,789,1323,1452
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/09,September,2013,655,1328,635
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/09,September,2013,360,475,356
EWR,"Newark, NJ: Newark Liberty International",2013/09,September,2013,363,453,747
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/09,September,2013,225,190,128
IAD,"Washington, DC: Washington Dulles International",2013/09,September,2013,249,338,306
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/09,September,2013,457,695,661
JFK,"New York, NY: John F. Kennedy International",2013/09,September,2013,344,376,731
LAS,"Las Vegas, NV: McCarran International",2013/09,September,2013,587,1007,572
LAX,"Los Angeles, CA: Los Angeles International",2013/09,September,2013,777,1285,866
LGA,"New York, NY: LaGuardia",2013/09,September,2013,320,354,797
MCO,"Orlando, FL: Orlando International",2013/09,September,2013,367,342,230
MDW,"Chicago, IL: Chicago Midway International",2013/09,September,2013,384,563,367
MIA,"Miami, FL: Miami International",2013/09,September,2013,219,264,189
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/09,September,2013,375,421,295
ORD,"Chicago, IL: Chicago O'Hare International",2013/09,September,2013,741,1362,1280
PDX,"Portland, OR: Portland International",2013/09,September,2013,209,326,199
PHL,"Philadelphia, PA: Philadelphia International",2013/09,September,2013,285,209,448
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/09,September,2013,636,826,425
SAN,"San Diego, CA: San Diego International",2013/09,September,2013,372,576,202
SEA,"Seattle, WA: Seattle/Tacoma International",2013/09,September,2013,388,472,407
SFO,"San Francisco, CA: San Francisco International",2013/09,September,2013,518,1009,1860
SLC,"Salt Lake City, UT: Salt Lake City International",2013/09,September,2013,309,400,227
TPA,"Tampa, FL: Tampa International",2013/09,September,2013,248,237,102
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/10,October,2013,946,1389,1290
BOS,"Boston, MA: Logan International",2013/10,October,2013,386,401,347
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/10,October,2013,362,569,280
